Person_ID,ProjectEnrollment_ID,Client_Age_at_Entry,LastPermanentZip,ProjectEnrollmentDate,Destination,Start_Date,Exit_Date,Project_Name,HousingStatus_atProjectStart,LivingSituationBeforeProgram,ProjectStayHousehold_ID
220098,171679,2,95012,1/29/13,"Staying or living with friends, permanent tenure (HUD)",5/15/12,12/24/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171678
220111,171698,3,93907,11/4/13,"Staying or living with family, permanent tenure (HUD)",6/12/12,8/30/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),171697
220116,171689,28,93933,6/8/15,Permanent housing for formerly homeless persons (HUD),6/6/12,4/24/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",171689
220264,171890,31,95060,8/22/13,"Rental by client, with other ongoing housing subsidy (HUD)",1/24/12,12/3/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",171890
220274,171893,39,95060,8/22/13,"Rental by client, with other ongoing housing subsidy (HUD)",1/24/12,12/3/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",171890
220275,173101,1,95060,8/22/13,"Rental by client, with other ongoing housing subsidy (HUD)",1/24/12,12/3/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",171890
220276,171891,6,95060,8/22/13,"Rental by client, with other ongoing housing subsidy (HUD)",1/24/12,12/3/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",171890
220277,171892,9,95060,8/22/13,"Rental by client, with other ongoing housing subsidy (HUD)",1/24/12,12/3/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",171890
220284,171897,39,93955,4/11/14,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher (HUD)",2/23/12,3/14/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",171897
220289,171898,7,93955,4/11/14,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher (HUD)",2/23/12,3/14/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",171897
220296,199196,1,93905,6/9/14,"Rental by client, no ongoing housing subsidy (HUD)",3/15/13,4/1/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),199194
220309,171912,22,95023,2/7/14,"Rental by client, with other ongoing housing subsidy (HUD)",1/11/12,1/31/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171912
220316,171913,5,95023,2/7/14,"Rental by client, with other ongoing housing subsidy (HUD)",1/11/12,1/31/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171912
220319,171914,3,95023,2/7/14,"Rental by client, with other ongoing housing subsidy (HUD)",1/11/12,1/31/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171912
220322,171915,4,95023,2/7/14,"Rental by client, with other ongoing housing subsidy (HUD)",1/11/12,1/31/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171912
220330,171922,27,00939,6/17/13,"Rental by client, no ongoing housing subsidy (HUD)",4/27/11,5/28/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",171922
220332,171923,1,00939,6/17/13,"Rental by client, no ongoing housing subsidy (HUD)",4/27/11,5/28/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",171922
220333,171924,40,93906,6/9/14,"Rental by client, no ongoing housing subsidy (HUD)",4/12/12,3/31/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",171924
220335,171926,6,93906,6/9/14,"Rental by client, no ongoing housing subsidy (HUD)",4/12/12,3/31/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",171924
220336,171925,5,93906,6/9/14,"Rental by client, no ongoing housing subsidy (HUD)",4/12/12,3/31/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",171924
220337,171927,25,95129,4/11/14,"Rental by client, with other ongoing housing subsidy (HUD)",5/22/12,2/14/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171927
220339,171929,3,95129,4/11/14,"Rental by client, with other ongoing housing subsidy (HUD)",10/26/12,2/14/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171927
220340,171928,6,95129,4/11/14,"Rental by client, with other ongoing housing subsidy (HUD)",5/22/12,2/14/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171927
220341,171930,35,93905,6/23/14,"Staying or living with family, permanent tenure (HUD)",2/14/12,2/14/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171930
220342,171933,15,93905,6/23/14,"Staying or living with family, permanent tenure (HUD)",2/14/12,2/14/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171930
220345,171932,13,93905,6/23/14,"Staying or living with family, permanent tenure (HUD)",2/14/12,2/14/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",171930
220383,172034,30,95121,4/11/14,"Rental by client, no ongoing housing subsidy (HUD)",2/9/12,2/28/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",172034
220384,172036,0,95121,4/11/14,"Rental by client, no ongoing housing subsidy (HUD)",2/9/12,2/28/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",172034
220385,172037,3,95121,4/11/14,"Rental by client, no ongoing housing subsidy (HUD)",2/9/12,2/28/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",172034
220386,172035,14,95121,4/11/14,"Rental by client, no ongoing housing subsidy (HUD)",2/9/12,2/28/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",172034
220389,172039,1,,1/22/13,"Staying or living with family, permanent tenure (HUD)",6/15/12,9/13/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",172038
220397,206083,59,60290,3/15/13,"Rental by client, with VASH subsidy (HUD)",1/23/13,3/15/13,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",206083
220468,172247,32,93901,7/5/13,"Staying or living with family, permanent tenure (HUD)",6/14/12,6/27/13,MOSBE CHS-Elm House(2142),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",172247
220932,210289,54,93952,12/11/13,"Rental by client, with VASH subsidy (HUD)",1/23/13,12/6/13,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",210289
221089,173205,54,,10/17/13,"Rental by client, with VASH subsidy (HUD)",5/11/12,8/2/12,MOSBE Veterans Transition Center GPD(2862),,,173205
221128,206615,52,93906,4/23/14,"Rental by client, no ongoing housing subsidy (HUD)",11/30/12,3/7/14,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),206615
221130,206608,73,93940,4/1/13,Other (HUD),1/23/13,3/29/13,MOSBE Veterans Transition Center GPD(2862),At-risk of homelessness (HUD),"Rental by client, no ongoing housing subsidy (HUD)",206608
221222,206612,58,,11/5/13,"Rental by client, with VASH subsidy (HUD)",8/14/12,11/4/13,MOSBE Veterans Transition Center GPD(2862),At-risk of homelessness (HUD),Foster care home or foster care group home (HUD),206612
221277,173421,31,95076,7/1/14,"Rental by client, no ongoing housing subsidy (HUD)",6/26/12,5/30/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",173421
221278,173424,6,95076,7/1/14,"Rental by client, no ongoing housing subsidy (HUD)",6/26/12,5/30/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",173421
221279,173422,2,95076,7/1/14,"Rental by client, no ongoing housing subsidy (HUD)",6/26/12,5/30/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",173421
221281,173423,34,95076,7/1/14,"Rental by client, no ongoing housing subsidy (HUD)",6/26/12,5/30/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",173421
221284,174143,20,93906,1/22/13,"Staying or living with family, permanent tenure (HUD)",6/28/12,11/30/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",174143
221285,174144,0,93906,1/22/13,"Staying or living with family, permanent tenure (HUD)",6/28/12,11/30/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",174143
221562,173834,35,93933,4/10/13,"Staying or living with friends, permanent tenure (HUD)",7/2/12,1/30/13,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",173834
221748,174131,20,93930,11/4/13,"Staying or living with family, permanent tenure (HUD)",6/13/12,9/30/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),174131
221753,174132,0,93930,11/4/13,"Staying or living with family, permanent tenure (HUD)",6/13/12,9/30/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),174131
221757,199197,9,,6/9/14,"Rental by client, no ongoing housing subsidy (HUD)",3/15/13,4/1/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",199194
221760,199194,15,,6/9/14,"Rental by client, no ongoing housing subsidy (HUD)",3/15/13,4/1/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",199194
221794,174174,26,93901,6/8/15,"Jail, prison or juvenile detention facility (HUD)",7/9/12,1/25/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Transitional housing for homeless persons (including homeless youth) (HUD),174174
221808,206606,45,93924,10/3/13,"Rental by client, with VASH subsidy (HUD)",9/26/12,10/3/13,MOSBE Veterans Transition Center GPD(2862),At-risk of homelessness (HUD),"Staying or living in a family member's room, apartment or house (HUD)",206606
221907,220989,54,94063,5/23/14,"Rental by client, with VASH subsidy (HUD)",10/12/12,5/9/14,MOSBE Veterans Transition Center GPD(2862),At-risk of homelessness (HUD),Substance abuse treatment facility or detox center (HUD),220989
221947,174428,39,93950,2/7/14,"Rental by client, no ongoing housing subsidy (HUD)",7/11/12,1/31/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),174428
221949,174429,4,93950,2/7/14,"Rental by client, no ongoing housing subsidy (HUD)",7/11/12,1/31/14,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),174428
222022,205538,56,95125,3/8/13,"Rental by client, with VASH subsidy (HUD)",9/28/12,2/14/13,MOSBE Veterans Transition Center GPD(2862),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",205538
222733,210125,21,95060,11/19/13,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher (HUD)",10/29/12,5/31/13,MOSBE Interim - MCHOME - Lexington(2871),Category 1 - Homeless (HUD),Other (HUD),210125
222743,179305,45,93933,7/2/13,Permanent housing for formerly homeless persons (HUD),8/30/12,7/1/13,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),179305
222756,385253,56,93902,3/26/15,,9/16/14,,MOSBE Franciscan Workers - House of Peace(3207),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",385253
223214,176857,29,93906,12/17/14,"Rental by client, no ongoing housing subsidy (HUD)",7/18/12,10/2/13,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",176857
223264,176523,40,93906,4/10/13,"Staying or living with family, permanent tenure (HUD)",7/26/12,8/26/12,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",176523
223264,307463,41,71730,10/27/14,"Rental by client, with other ongoing housing subsidy (HUD)",3/28/14,9/2/14,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),307463
223265,176524,33,95012,6/12/15,Permanent housing for formerly homeless persons (HUD),7/26/12,8/20/13,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",176524
